P22,P2002,P3,P2,P1304,P2004,P28,P803,P1303,P27,P1301,P25,P23,P802,P0A,P2001,P801,P1,CAPITAL,CCAA,P14R,P26,P4,P804,P19,TAMUNI,P1302,ESTUDIOS,P2003
2,4,-3,-1,0,8,1,-3,2,1,0,1,49,-2,1,9,-5,-2,3,2,2,5,4,-4,3,1,10,5,2
1,6,-5,-1,10,7,1,-5,0,2,1,1,44,-4,1,9,-4,-2,3,2,4,2,3,-2,6,1,1,3,3
1,6,-5,-3,0,10,1,-3,1,1,0,2,68,-3,1,10,-5,-4,3,2,95,2,3,-5,1,1,0,2,5
1,5,-3,-2,6,8,1,-5,0,1,8,1,35,-4,1,9,-2,-3,3,2,1,2,3,-2,8,1,0,3,3
1,4,-5,-3,0,9,1,-5,0,2,0,2,65,-5,1,10,-5,-3,3,2,2,2,5,-5,3,1,3,2,2
1,3,-5,-2,0,7,1,-5,0,1,0,1,60,-5,1,8,-5,-3,3,2,18,2,5,-4,7,1,0,3,1
2,3,-5,-3,0,6,1,-4,0,1,0,2,85,-2,1,8,-5,-4,3,2,2,1,5,-5,3,1,4,2,1
1,2,-5,-3,0,8,1,-4,0,1,0,4,60,-3,1,10,-4,-3,3,2,2,2,4,-4,3,1,6,2,1
2,3,-4,-4,0,6,1,-5,0,1,10,2,74,-5,1,8,-2,-4,3,2,1,1,5,-4,8,1,0,2,1
1,2,-5,-4,0,7,1,-5,0,1,5,2,69,-5,1,8,-1,-3,3,2,1,2,4,-3,8,1,0,2,2
1,3,-5,-1,0,9,1,-4,0,1,0,1,52,-2,1,10,-5,-1,3,2,2,4,5,-5,3,1,10,4,1
1,6,-5,-1,0,8,1,-3,5,1,0,1,32,-2,1,9,-5,-2,3,2,5,4,3,-4,2,3,4,5,4
1,5,-3,-2,10,7,1,-5,0,1,0,1,59,-4,1,9,-3,-3,3,2,4,2,3,-2,7,3,0,4,2
1,6,-3,-4,5,7,1,-3,5,2,5,2,52,-4,1,8,-4,-4,3,2,3,1,3,-3,5,3,5,3,4
2,4,-5,-3,1,7,1,-5,0,1,9,1,42,-4,1,9,-3,-2,3,2,1,2,5,-4,8,3,0,3,2
2,4,-4,-1,0,8,1,-3,4,1,0,1,25,-4,1,9,-4,-2,3,2,3,5,4,-5,3,3,2,6,2
2,2,-3,-1,4,7,1,-4,0,1,8,1,45,-4,1,8,-2,-1,3,2,1,1,2,-2,8,3,0,6,2
2,4,-3,-1,1,8,1,-4,0,1,10,4,56,-3,1,9,-2,-2,3,2,1,1,3,-3,7,3,0,2,2
1,2,-4,-4,2,7,1,-3,2,2,0,1,50,-2,2,7,-4,-3,3,2,2,3,3,-4,5,3,7,3,2
1,3,-5,-3,0,8,1,-4,0,1,0,1,53,-3,1,9,-5,-3,3,2,2,5,4,-5,2,1,9,4,2
1,7,-5,-1,0,10,1,-2,10,1,0,4,49,-3,1,10,-5,-1,3,7,3,4,4,-5,1,4,0,5,1
1,7,-3,-1,0,9,1,-3,10,1,0,4,63,-3,1,10,-5,-2,3,7,3,4,5,-5,3,4,0,3,3
2,5,-4,-1,0,9,1,-4,0,1,0,1,59,-3,1,9,-5,-1,3,7,97,5,5,-5,3,4,5,6,2
2,4,-5,-3,5,5,1,-5,0,1,0,4,65,-5,1,7,-5,-3,3,7,97,4,4,-5,5,4,0,6,1
1,2,-5,-1,5,5,1,-5,0,1,9,1,51,-5,1,6,-3,-2,3,7,97,2,5,-4,5,4,0,5,1
2,4,-4,-2,0,5,1,-5,0,1,10,1,40,-5,1,6,-4,-2,3,7,1,1,3,-3,6,4,0,6,1
2,6,-4,-1,0,8,1,-4,0,1,0,1,31,-4,1,8,-4,-3,3,7,5,5,5,-4,5,2,0,6,5
2,4,-4,-3,0,9,1,-4,0,1,0,5,27,-4,1,9,-3,-3,3,7,97,2,4,-3,5,3,5,5,2
1,5,-3,-2,0,5,1,-2,6,1,0,2,66,-3,1,8,-4,-2,3,7,5,2,3,-4,2,3,5,6,3
2,3,-5,-2,5,6,2,-4,5,1,5,1,35,-4,1,8,-4,-4,3,7,97,2,5,-5,5,3,5,3,1
1,1,-4,-2,10,9,1,-5,0,1,8,1,51,-5,1,8,-2,-4,3,7,4,2,4,-2,8,3,0,3,1
2,7,-5,-3,3,8,1,-4,3,1,3,1,57,-5,1,8,-5,-4,3,7,97,2,5,-4,5,3,8,2,4
1,3,-4,-2,6,7,1,-4,0,1,6,1,28,-4,1,8,-3,-4,3,7,4,2,5,-3,7,3,6,5,1
2,4,-5,-2,5,6,1,-3,1,2,5,1,36,-3,1,8,-3,-3,3,7,1,1,3,-3,8,2,5,6,1
2,3,-3,-1,0,5,1,-3,0,1,0,6,21,-3,1,7,-3,-2,3,7,2,2,4,-3,3,2,10,4,2
1,4,-4,-2,0,6,1,-5,0,1,5,4,29,-5,1,7,-5,-3,3,7,1,2,4,-5,7,2,0,3,1
1,4,-2,-3,0,5,1,-4,0,1,0,5,23,-3,1,9,-5,-2,3,7,2,2,4,-5,3,2,10,4,1
2,3,-4,-3,8,7,1,-4,0,1,10,1,34,-4,1,8,-1,-2,3,7,1,1,4,-3,8,2,0,5,1
2,4,-5,-2,5,6,1,-4,0,1,5,1,50,-4,1,7,-4,-2,3,7,1,2,5,-4,8,1,0,4,1
1,5,-4,-2,0,7,3,-3,0,1,0,2,67,-3,1,8,-4,-3,3,7,2,2,4,-4,4,1,10,1,1
1,5,-3,-4,0,7,3,-3,5,1,0,2,61,-3,1,7,-5,-4,3,7,97,2,3,-4,5,1,5,4,1
2,5,-3,-4,0,8,1,-3,0,1,0,7,57,-2,1,8,-5,-3,3,7,2,2,4,-5,5,1,10,3,3
1,4,-3,-1,0,6,1,-5,0,1,0,1,47,-5,1,6,-5,-1,3,7,18,1,3,-5,5,1,0,4,1
2,4,-4,-2,7,7,1,-5,0,1,3,1,52,-4,1,8,-3,-3,3,7,4,1,4,-3,6,3,3,3,2
2,2,-5,-2,6,6,1,-5,0,1,6,1,60,-3,1,7,-3,-3,3,7,97,1,5,-3,6,3,0,2,1
1,3,-4,-3,7,5,1,-5,0,1,5,2,68,-4,1,8,-3,-3,3,7,4,2,4,-3,5,3,2,2,1
1,10,-5,-3,0,10,1,-2,10,1,0,1,50,-5,1,10,-5,-1,3,7,3,4,4,-3,4,3,0,3,1
2,4,-4,-2,5,6,1,-5,0,1,0,3,79,-4,1,8,-3,-3,3,7,2,1,3,-3,4,3,5,2,1
1,3,-5,-3,0,7,1,-3,5,2,0,1,34,-3,1,9,-3,-2,3,7,3,1,3,-3,4,3,8,5,1
2,5,-5,-1,5,6,1,-5,0,2,10,1,39,-4,1,7,-3,-2,3,7,1,2,5,-3,5,3,0,4,4
2,6,-5,-2,5,7,2,-5,0,1,10,7,54,-5,1,8,-2,-3,3,7,1,1,4,-2,8,3,0,3,1
1,5,-3,-1,7,5,1,-1,0,1,6,1,59,-2,1,5,-3,-2,3,7,18,1,3,-2,5,3,0,6,1
2,3,-3,-4,6,7,1,-5,0,2,5,3,66,-4,1,8,-3,-4,3,7,4,1,4,-3,7,2,0,3,1
1,4,-3,-2,5,5,1,-4,1,1,5,1,50,-3,1,8,-3,-2,3,7,4,2,4,-3,5,2,4,3,2
2,1,-4,-4,6,8,1,-5,0,1,5,1,53,-2,1,7,-2,-4,3,7,1,5,3,-2,7,2,0,3,1
1,3,-4,-2,6,6,2,-2,3,1,8,1,50,-2,1,8,-2,-3,3,7,1,1,3,-3,5,2,5,3,1
2,5,-3,-2,3,4,2,-4,0,1,5,1,24,-4,1,5,-3,-2,3,7,1,1,3,-3,6,2,5,5,3
1,3,-3,-1,8,5,2,-4,0,1,0,1,31,-3,1,8,-4,-2,3,7,4,2,3,-3,4,2,6,5,1
2,4,-3,-3,5,7,1,-3,0,1,5,1,46,-3,1,8,-3,-4,3,7,97,2,4,-3,5,2,5,3,1
1,1,-4,-1,0,5,1,-5,0,1,0,4,60,-5,1,10,-5,-2,3,7,97,2,4,-3,5,2,0,3,1
2,3,-4,-1,0,6,1,-3,8,1,0,3,75,-3,1,9,-5,-1,3,7,3,2,5,-4,4,2,8,3,3
1,5,-3,-1,5,6,2,-5,0,2,5,1,37,-5,1,6,-3,-3,3,7,2,2,5,-3,6,2,5,3,3
2,4,-3,-1,0,8,1,-2,10,1,0,1,55,-3,1,10,-5,-3,3,7,3,5,4,-4,3,2,8,3,1
2,1,-4,-2,0,9,1,-2,9,1,0,1,47,-2,1,10,-5,-3,3,7,2,1,4,-4,1,2,9,2,1
1,2,-3,-1,0,10,1,-4,0,1,0,1,34,-3,1,10,-4,-1,3,7,97,2,3,-4,4,2,10,5,1
2,10,-5,-1,10,5,1,-4,0,2,0,4,27,-4,1,10,-4,-3,3,7,4,1,5,-4,5,2,0,4,1
2,3,-4,-4,7,7,1,-5,1,2,8,5,20,-3,1,8,-3,-4,3,7,1,2,4,-5,8,2,2,3,1
1,3,-4,-2,7,6,1,-3,6,2,4,1,42,-4,1,7,-3,-3,3,7,4,2,5,-4,7,1,4,4,2
1,1,-5,-4,7,7,1,-5,0,1,8,1,57,-5,1,8,-2,-4,3,7,1,2,4,-2,9,1,0,2,1
2,2,-4,-4,2,5,1,-2,5,2,2,4,54,-2,1,7,-4,-4,3,7,2,2,5,-3,3,1,7,2,2
1,4,-3,-3,5,6,1,-3,1,2,0,1,45,-2,1,8,-5,-3,3,7,2,2,2,-3,3,1,8,5,2
1,2,-1,-4,0,7,1,-4,9,1,10,2,65,-2,1,8,-3,-3,3,7,2,2,3,-3,2,1,0,3,1
1,2,-5,-2,0,5,1,-4,0,2,0,2,71,-2,1,7,-4,-3,3,7,2,1,5,-4,2,1,10,2,1
1,1,-5,-2,0,5,1,-3,5,1,0,2,82,-2,1,10,-4,-1,3,7,2,2,5,-3,1,1,10,1,1
2,1,-3,-3,5,5,3,-4,0,1,10,3,82,-4,1,9,-2,-2,3,7,1,1,5,-3,9,1,0,2,1
2,4,-3,-4,4,5,1,-3,4,2,7,1,55,-2,1,6,-2,-4,3,7,2,3,4,-2,3,1,7,2,3
1,5,-5,-1,0,7,1,-3,4,1,0,1,41,-2,1,8,-5,-2,3,7,2,4,3,-5,5,2,8,6,3
1,5,-3,-4,0,6,1,-4,0,1,0,1,43,-4,1,8,-4,-4,3,7,1,1,3,-4,8,2,0,4,1
2,5,-4,-1,0,6,1,-5,6,1,0,4,53,-5,1,6,-4,-2,3,7,2,1,4,-4,5,2,5,4,2
1,5,-4,-2,5,7,1,-5,0,1,4,1,32,-5,1,8,-4,-2,3,7,4,1,5,-3,8,2,0,3,1
2,4,-5,-2,5,7,1,-5,0,1,5,1,34,-5,1,7,-5,-4,3,7,4,3,4,-5,7,2,0,3,1
1,5,-5,-1,0,10,1,-5,5,1,0,4,57,-5,1,10,-5,-1,3,7,3,2,5,-5,3,2,5,3,3
2,4,-5,-1,5,5,1,-5,1,1,4,4,35,-5,1,8,-4,-2,3,7,4,5,3,-3,5,2,1,3,1
1,2,-5,-2,5,4,1,-5,0,1,6,1,63,-5,1,5,-3,-2,3,7,97,1,5,-4,8,1,0,4,1
1,3,-3,-1,0,7,1,-4,3,1,0,2,65,-3,1,8,-4,-1,3,7,2,2,4,-4,3,1,10,2,2
1,4,-5,-2,2,4,1,-5,5,1,0,1,37,-5,1,5,-5,-2,3,7,97,4,5,-5,99,3,0,5,3
1,4,-4,-1,8,6,1,-2,6,2,6,1,40,-2,1,8,-2,-2,3,7,4,2,3,-2,6,3,7,6,1
1,4,-4,-3,7,6,1,-3,2,1,6,4,39,-4,1,7,-2,-1,3,7,4,2,3,-3,6,3,5,6,2
1,5,-5,-2,2,6,1,-3,6,1,2,6,21,-4,1,7,-3,-2,3,7,3,5,3,-3,3,3,6,4,2
2,4,-4,-1,0,9,1,-3,0,1,0,1,44,-2,1,9,-5,-1,3,7,2,2,4,-5,2,3,10,6,2
1,1,-3,-3,0,5,1,-4,0,2,8,1,31,-4,1,7,-1,-4,3,7,18,2,3,-3,10,2,0,5,1
2,2,-4,-4,0,5,1,-5,0,1,7,1,24,-5,1,6,-2,-4,3,7,18,1,3,-4,9,2,0,6,1
1,4,-2,-1,5,7,1,-2,7,1,0,1,54,-2,1,7,-3,-2,3,7,2,5,4,-3,3,2,7,3,2
1,1,-3,-4,0,7,1,-4,0,2,8,1,24,-4,1,9,-2,-3,3,7,18,1,5,-3,10,2,0,5,1
1,4,-5,-2,0,6,2,-3,5,2,0,1,48,-2,1,8,-4,-2,3,7,2,2,5,-3,3,2,8,5,2
2,1,-3,-3,5,6,1,-5,0,2,5,1,34,-5,1,7,-2,-4,3,7,1,1,3,-2,8,2,0,6,1
1,5,-4,-3,1,7,2,-4,5,1,0,1,58,-3,1,8,-5,-3,3,7,2,2,3,-4,5,3,10,5,3
2,5,-5,-4,5,6,1,-2,8,1,0,1,24,-3,1,8,-4,-4,3,7,3,2,5,-4,5,3,7,5,4
1,5,-5,-3,2,5,1,-3,9,2,0,4,31,-4,1,8,-4,-4,3,7,3,4,5,-4,3,3,5,3,3
1,4,-4,-4,10,6,1,-5,0,1,5,4,23,-4,1,7,-4,-3,3,7,4,2,3,-3,6,3,0,5,2
2,3,-3,-2,9,5,1,-5,1,1,3,1,39,-5,1,6,-4,-3,3,7,4,2,3,-3,5,3,3,5,2
2,4,-4,-2,5,7,1,-5,0,1,5,1,32,-4,1,7,-3,-3,3,7,18,2,4,-2,9,3,0,6,1
1,5,-2,-3,5,6,1,-3,5,1,2,2,79,-2,1,8,-3,-3,3,7,2,2,3,-2,5,3,10,2,4
2,5,-3,-2,5,5,1,-5,2,1,2,1,54,-4,1,8,-4,-3,3,7,2,5,5,-4,6,3,10,5,3
1,3,-5,-2,5,6,1,-5,0,2,3,1,38,-5,1,6,-4,-3,3,7,18,2,4,-3,8,3,0,5,1
2,5,-4,-3,9,5,1,-5,3,1,6,2,66,-4,1,6,-3,-3,3,7,4,1,5,-3,5,3,4,2,2
1,3,-3,-3,0,6,1,-4,0,1,0,2,62,-2,1,7,-4,-3,3,7,2,2,4,-3,3,2,10,2,1
2,4,-4,-3,0,6,1,-4,0,1,7,1,55,-4,1,8,-1,-4,3,7,1,2,3,-2,8,2,0,2,3
1,3,-4,-4,6,7,1,-4,5,2,4,2,65,-2,1,10,-3,-3,3,7,2,1,4,-3,3,2,9,3,1
1,4,-2,-4,0,6,1,-5,0,1,10,2,75,-4,1,7,-1,-4,3,7,1,1,4,-2,10,2,0,2,2
2,4,-4,-3,0,6,1,-4,5,1,0,1,65,-2,1,8,-3,-3,3,7,2,2,3,-3,3,2,10,2,3
2,3,-4,-2,5,5,1,-4,0,1,7,4,49,-4,1,7,-1,-3,3,7,18,1,4,-3,9,2,0,3,1
2,4,-3,-1,7,6,1,-3,3,1,7,6,25,-2,1,8,-2,-2,1,7,2,5,3,-2,4,4,8,6,2
2,7,-3,-3,5,4,2,-4,0,1,4,1,54,-3,1,3,-3,-3,1,7,1,1,3,-3,5,4,4,6,1
2,4,-4,-2,0,5,1,-5,0,1,10,1,45,-4,1,7,-2,-3,3,7,1,1,4,-3,6,4,0,6,1
2,4,-3,-1,3,7,1,-4,0,1,3,1,27,-3,1,8,-3,-3,3,7,2,2,3,-4,5,4,3,3,2
1,2,-5,-1,0,4,1,-4,0,1,0,1,50,-5,1,7,-3,-1,3,7,97,1,5,-5,9,4,0,6,1
1,4,-5,-4,0,5,1,-4,0,1,0,1,56,-4,1,6,-4,-4,3,7,97,1,5,-4,99,4,0,3,2
2,3,-5,-4,5,5,1,-4,0,1,3,7,55,-4,1,7,-4,-4,3,7,97,1,5,-4,99,4,0,3,1
2,6,-4,-2,0,7,1,-3,9,1,0,1,47,-5,1,9,-4,-1,3,7,3,4,3,-5,3,4,0,6,3
1,2,-3,-1,0,10,1,-2,10,1,0,1,33,-2,1,10,-5,-2,3,7,5,5,5,-5,3,4,6,4,1
2,4,-5,-3,5,5,1,-5,0,1,5,4,28,-5,1,5,-4,-3,3,7,4,4,4,-3,5,4,0,3,1
2,3,-5,-4,5,4,1,-5,0,2,5,4,44,-5,1,7,-5,-4,3,7,97,3,5,-5,5,4,0,2,1
2,6,-5,-4,1,5,1,-5,1,1,1,4,60,-3,1,8,-5,-4,3,7,2,1,5,-5,6,4,1,1,1
1,5,-5,-2,3,7,1,-3,7,2,0,4,46,-5,1,9,-5,-3,3,7,3,3,5,-5,1,4,6,3,3
1,3,-3,-2,0,7,1,-4,0,2,8,1,41,-3,1,8,-3,-3,3,7,2,1,4,-3,98,4,9,3,2
1,5,-5,-2,10,8,1,-5,0,1,0,1,39,-5,1,8,-2,-3,3,7,4,2,3,-1,8,4,0,5,1
2,4,-3,-3,0,6,1,-4,0,1,10,2,68,-4,1,7,-2,-3,3,7,1,1,4,-4,7,4,0,2,3
1,5,-4,-2,5,6,1,-3,7,1,0,1,33,-3,1,7,-4,-2,1,7,2,4,4,-4,5,4,10,6,4
2,5,-4,-2,6,6,1,-3,7,1,0,1,33,-2,1,7,-5,-3,1,7,2,5,3,-4,5,4,10,5,3
2,5,-4,-4,9,5,1,-5,0,1,2,1,61,-4,1,6,-4,-4,1,7,4,2,4,-3,5,4,7,3,2
2,4,-4,-3,3,5,1,-5,2,1,9,1,46,-4,1,6,-3,-3,1,7,1,2,3,-3,6,4,5,5,2
2,5,-4,-3,3,6,1,-3,4,1,0,1,50,-2,1,7,-4,-3,1,7,2,2,4,-3,4,4,10,4,3
2,5,-5,-4,5,5,3,-3,7,1,0,2,83,-2,1,7,-4,-4,1,7,2,1,3,-4,5,4,10,2,4
1,4,-4,-3,8,5,1,-5,0,1,6,1,52,-4,1,5,-3,-3,1,7,18,2,3,-2,7,4,2,6,2
1,5,-4,-2,3,6,1,-2,9,1,0,1,51,-4,1,7,-4,-3,1,7,3,5,3,-4,4,4,5,6,4
2,5,-4,-4,5,5,1,-3,7,1,2,4,43,-3,1,6,-4,-3,1,7,2,5,4,-4,5,4,10,5,3
1,4,-3,-2,8,6,1,-5,0,1,8,1,57,-4,1,7,-3,-3,1,7,4,2,3,-3,8,4,0,6,1
2,3,-4,-2,0,5,1,-4,0,2,0,1,42,-3,1,8,-4,-4,3,7,97,2,4,-4,5,2,0,5,1
1,4,-5,-2,7,7,2,-5,0,1,6,1,60,-5,1,7,-5,-3,3,7,18,2,3,-2,8,2,0,3,1
1,1,-2,-1,3,6,1,-3,5,2,0,1,60,-2,1,10,-4,-1,3,7,2,1,2,-4,1,2,10,2,4
2,5,-3,-2,9,9,3,-4,0,1,3,7,64,-4,1,9,-2,-4,3,7,4,1,4,-2,9,2,0,2,1
1,5,-2,-3,5,8,1,-4,5,2,0,1,29,-3,1,7,-4,-3,3,7,2,2,2,-5,6,2,7,3,1
1,4,-4,-1,0,8,2,-3,10,1,0,1,30,-3,1,10,-3,-2,3,7,2,2,4,-3,1,2,10,3,1
2,4,-3,-2,8,6,2,-4,0,2,0,1,41,-3,1,10,-3,-2,3,7,2,2,3,-2,4,2,8,4,2
1,3,-4,-1,0,7,2,-5,0,1,0,1,39,-5,1,9,-4,-4,3,7,17,2,5,-5,3,2,0,3,1
2,4,-5,-2,0,7,1,-5,0,1,0,1,38,-4,1,8,-4,-4,3,7,5,2,5,-5,2,2,5,3,1
1,3,-3,-2,5,5,2,-4,3,1,5,1,54,-4,1,3,-4,-4,3,7,4,1,3,-3,5,2,5,3,3
1,9,-4,-1,0,10,1,-2,10,1,0,3,59,-5,1,10,-5,-2,3,7,5,5,5,-5,1,2,0,6,2
1,1,-5,-4,5,5,2,-5,0,2,10,2,75,-3,1,7,-2,-4,3,7,1,1,5,-3,8,2,0,1,1
2,1,-5,-2,4,3,1,-5,0,1,10,7,56,-5,1,9,-1,-3,3,7,1,1,4,-3,10,2,0,3,1
1,5,-4,-2,0,3,1,-5,0,2,9,2,71,-4,1,8,-2,-3,3,7,1,2,5,-4,10,2,0,2,1
2,2,-5,-2,10,10,1,-5,0,2,10,4,48,-5,1,10,-2,-4,3,7,4,2,4,-2,6,2,8,2,1
1,1,-3,-2,1,6,1,-4,0,1,0,2,51,-4,1,4,-4,-2,3,7,18,2,3,-3,6,2,0,4,1
1,5,-4,-3,0,8,1,-3,7,1,0,2,68,-2,1,9,-5,-4,3,7,2,1,5,-5,5,3,9,2,5
2,1,-4,-4,3,6,1,-5,0,1,5,1,27,-4,1,7,-3,-4,3,7,97,2,4,-3,7,3,0,2,1
2,5,-5,-4,3,5,1,-5,3,2,0,4,40,-5,1,10,-5,-4,3,7,97,2,4,-5,5,3,3,5,5
2,4,-5,-2,6,5,2,-4,0,1,10,7,44,-3,1,8,-2,-3,3,7,1,1,4,-3,8,2,0,3,1
1,3,-3,-2,5,7,2,-3,2,1,5,1,49,-3,1,7,-4,-2,3,7,4,2,3,-2,5,2,5,3,1
2,5,-4,-3,0,4,2,-4,3,2,0,4,47,-3,1,5,-3,-4,3,7,5,2,5,-3,3,2,5,3,3
1,4,-5,-1,0,7,3,-3,5,1,0,2,85,-4,1,9,-4,-1,3,7,5,5,3,-4,1,2,0,1,1
1,4,-5,-4,0,5,2,-4,0,2,0,1,45,-4,1,6,-4,-4,3,7,2,2,4,-4,5,2,5,3,3
1,4,-2,-1,0,9,1,-3,6,2,0,1,38,-2,1,9,-4,-1,3,7,2,2,3,-4,2,2,10,4,3
1,4,-4,-4,7,5,1,-5,0,2,0,4,22,-4,1,7,-4,-4,1,7,4,1,3,-2,7,4,0,6,2
2,4,-3,-2,9,5,1,-3,3,1,5,4,57,-2,1,6,-3,-3,1,7,4,1,2,-2,6,4,7,6,3
1,4,-2,-2,2,6,1,-4,2,1,5,1,51,-3,1,7,-3,-2,1,7,2,1,2,-3,4,4,5,6,2
1,3,-5,-2,0,7,1,-3,7,1,0,1,64,-3,1,8,-4,-2,1,7,3,1,5,-4,3,4,5,6,2
2,3,-3,-3,0,6,1,-4,0,1,7,1,43,-4,1,6,-2,-3,1,7,1,1,3,-3,7,4,0,6,1
2,2,-3,-4,7,6,1,-4,1,1,5,4,24,-4,1,9,-3,-3,1,7,4,2,3,-2,6,4,1,6,1
1,3,-3,-3,2,4,1,-4,2,1,7,1,54,-4,1,6,-3,-4,1,7,1,1,3,-4,7,4,2,3,1
2,2,-4,-1,0,5,1,-5,0,1,7,1,54,-5,1,6,-2,-2,1,7,18,1,3,-4,9,4,0,6,1
1,4,-5,-4,5,5,1,-3,0,2,0,6,19,-2,1,7,-4,-4,3,7,2,2,3,-2,3,1,5,5,2
1,2,-5,-3,6,6,1,-4,4,1,4,1,57,-3,1,7,-3,-2,3,7,2,2,5,-2,3,1,6,5,1
2,4,-5,-3,0,6,1,-3,5,1,0,1,44,-2,1,8,-4,-4,3,7,2,2,5,-3,2,1,7,5,3
1,4,-5,-1,5,5,3,-2,10,1,5,2,81,-3,1,6,-3,-1,3,7,3,1,5,-3,3,1,8,1,4
1,1,-4,-3,9,8,1,-5,0,1,7,2,66,-4,1,7,-3,-4,3,10,2,1,4,-2,99,3,5,4,3
2,4,-3,-1,0,10,1,-2,7,1,0,2,64,-3,1,10,-5,-1,3,10,7,5,2,-4,1,3,5,6,2
1,4,-4,-2,7,6,1,-5,0,1,5,1,54,-4,1,7,-3,-2,3,10,4,2,3,-2,5,3,5,5,1
2,5,-5,-2,6,7,1,-3,6,1,0,1,39,-3,1,9,-4,-2,3,10,2,5,3,-3,1,3,8,6,3
2,2,-4,-2,4,4,1,-4,5,2,0,7,74,-3,1,8,-5,-3,3,10,2,2,4,-3,2,3,10,1,4
1,7,-3,-1,0,10,1,-3,0,2,5,1,59,-3,2,10,-2,-4,3,10,2,2,2,-4,7,3,7,3,4
2,3,-3,-2,10,5,1,-5,0,1,0,1,36,-4,1,7,-4,-2,3,10,4,5,3,-2,5,3,0,6,2
1,4,-2,-2,7,5,1,-4,0,1,6,1,42,-4,1,6,-4,-3,1,10,4,2,3,-4,6,6,4,5,1
2,4,-4,-1,0,7,1,-5,0,1,0,1,59,-5,1,8,-5,-2,1,10,5,2,5,-5,2,6,0,4,1
2,6,-3,-1,0,10,1,-4,0,1,0,1,48,-4,1,10,-5,-1,1,10,7,2,3,-5,3,6,5,6,1
1,5,-4,-1,2,9,1,-2,8,1,1,1,48,-3,1,9,-5,-1,1,10,7,3,3,-4,4,6,6,6,3
2,1,-5,-2,0,1,1,-4,0,1,10,3,77,-5,1,10,-2,-2,1,10,1,1,5,-4,10,6,1,5,1
1,2,-4,-1,5,7,1,-5,0,1,5,2,73,-2,1,8,-5,-2,1,10,4,2,3,-4,8,6,0,4,1
1,3,-4,-1,4,7,1,-3,7,1,0,1,48,-2,1,8,-5,-1,1,10,2,5,4,-4,3,6,8,6,2
1,1,-5,-1,1,5,1,-4,0,2,1,1,34,-3,1,10,-3,-1,1,10,97,2,4,-3,5,6,3,6,1
2,5,-3,-3,0,1,1,-2,6,1,0,1,65,-2,1,10,-5,-1,1,10,5,1,3,-4,3,6,5,6,1
2,2,-3,-2,6,6,1,-4,0,1,5,1,39,-3,1,9,-3,-3,1,10,4,2,2,-3,7,6,1,6,1
2,3,-4,-1,0,4,1,-5,0,1,10,7,45,-4,1,10,-2,-2,1,10,18,1,2,-3,10,6,0,5,1
2,6,-3,-2,10,9,1,-4,5,1,10,4,44,-4,1,10,-4,-1,1,10,1,5,4,-4,9,6,5,3,5
1,1,-5,-1,5,7,1,-3,6,2,1,1,22,-3,2,10,-5,-2,1,10,2,2,2,-4,1,6,10,5,3
2,3,-5,-2,6,5,1,-5,1,1,3,4,61,-4,1,7,-3,-3,1,10,4,2,5,-2,5,6,3,5,1
1,4,-5,-1,0,9,1,-4,4,2,0,1,39,-4,1,10,-5,-2,1,10,2,5,5,-4,1,6,9,6,3
2,5,-5,-1,0,6,1,-4,0,1,0,3,71,-1,1,10,-4,-2,1,10,2,2,2,-4,5,6,10,2,7
1,4,-3,-2,9,7,1,-5,0,1,8,2,70,-4,1,9,-2,-2,1,10,18,2,3,-3,10,6,0,2,1
2,5,-5,-1,2,4,1,-4,2,2,9,1,43,-5,1,8,-1,-2,1,10,1,4,3,-5,8,6,0,6,3
1,5,-4,-1,0,7,1,-3,6,1,0,1,53,-3,1,9,-5,-1,1,10,5,4,4,-4,3,6,5,6,4
1,4,-4,-1,0,9,1,-2,7,1,0,2,52,-2,1,9,-5,-1,1,10,7,4,3,-5,3,6,6,5,2
1,5,-5,-2,0,8,1,-5,0,2,0,4,57,-5,1,10,-5,-1,1,10,7,5,3,-5,1,6,0,3,4
2,2,-3,-4,0,5,1,-5,0,1,10,2,74,-2,1,10,-2,-2,1,10,1,1,3,-3,8,6,0,3,1
2,4,-4,-1,0,9,1,-3,6,1,0,1,38,-3,1,9,-5,-2,1,10,5,4,4,-5,2,6,3,6,2
2,2,-5,-1,0,10,1,-3,5,1,0,2,61,-2,1,10,-5,-2,1,10,2,2,5,-4,1,6,10,4,1
1,1,-5,-2,0,8,1,-4,0,1,0,2,71,-3,1,10,-5,-1,1,10,5,5,3,-4,1,6,10,6,3
2,5,-3,-1,0,10,1,-3,6,1,0,1,46,-2,1,10,-5,-1,1,10,5,4,2,-4,1,6,7,6,1
2,4,-4,-1,6,7,1,-3,3,1,0,1,59,-3,1,8,-3,-2,1,10,7,4,4,-3,4,6,5,6,2
1,4,-4,-1,0,8,1,-3,8,1,0,6,26,-3,1,7,-4,-1,1,10,5,5,3,-5,1,6,2,4,3
2,3,-4,-1,0,6,1,-5,0,1,8,1,36,-4,1,7,-3,-2,1,10,18,2,4,-3,7,6,0,6,2
1,8,-4,-2,3,9,1,-2,8,2,0,4,25,-3,1,10,-4,-2,1,10,17,5,2,-3,2,6,2,5,3
1,2,-4,-2,0,7,2,-3,0,1,0,1,53,-2,1,9,-4,-1,1,10,2,5,3,-3,1,6,10,5,1
