P22,P2002,P3,P2,P1304,P2004,P28,P803,P1303,P27,P1301,P25,P23,P802,P0A,P2001,P801,P1,CAPITAL,CCAA,P14R,P26,P4,P804,P19,TAMUNI,P1302,ESTUDIOS,P2003
2,3,-5,-4,5,8,3,-4,0,2,3,1,43,-4,1,8,-4,-4,2,9,4,5,3,-3,6,5,5,6,2
1,4,-4,-2,3,8,1,-5,0,1,0,2,72,-5,1,9,-4,-2,2,9,9,2,4,-4,6,5,0,6,1
2,4,-4,-4,0,8,1,-5,0,1,0,3,68,-5,1,10,-5,-4,2,9,2,2,4,-5,4,5,7,2,1
1,4,-4,-4,0,8,1,-4,0,1,0,2,66,-3,1,9,-4,-3,2,9,2,2,5,-4,3,5,10,2,1
1,3,-5,-4,0,9,1,-4,0,2,0,4,40,-4,1,10,-4,-4,2,9,97,2,5,-4,5,5,0,2,1
1,4,-4,-2,0,9,3,-3,0,2,0,4,58,-3,1,10,-5,-2,2,9,2,2,5,-4,3,5,10,2,1
2,3,-4,-2,5,8,1,-4,0,2,4,1,39,-4,1,9,-4,-2,2,9,4,2,4,-3,6,5,10,4,1
1,2,-5,-4,0,8,1,-4,0,2,0,4,37,-4,1,10,-4,-4,2,9,97,5,5,-4,98,5,0,2,1
1,4,-4,-3,3,9,1,-3,3,2,0,4,48,-3,1,10,-5,-3,2,9,2,2,5,-3,3,5,10,3,1
2,5,-5,-1,0,10,1,-2,0,2,0,1,50,-5,1,10,-5,-1,2,9,8,4,5,-5,1,5,0,6,3
1,3,-5,-1,0,8,1,-2,0,2,0,1,27,-2,1,6,-4,-3,2,9,17,4,4,-4,2,5,10,3,1
1,4,-4,-2,6,7,2,-3,3,2,3,1,35,-3,1,8,-4,-2,2,9,2,5,3,-3,5,5,6,6,2
1,4,-4,-2,10,8,1,-3,0,1,0,2,62,-4,1,9,-4,-2,2,9,4,2,4,-3,6,5,0,5,2
2,3,-5,-1,0,7,1,-5,0,1,10,3,88,-5,1,9,-5,-1,2,9,1,1,5,-5,8,5,0,2,1
2,4,-5,-2,0,8,2,-3,0,2,0,1,38,-3,1,9,-4,-2,2,9,2,4,4,-5,4,5,10,6,2
2,3,-4,-2,9,8,2,-3,0,1,4,7,32,-4,1,10,-4,-3,2,9,4,2,4,-3,7,5,3,6,1
2,4,-4,-2,4,8,1,-3,4,2,0,2,75,-3,1,10,-4,-2,2,9,97,2,3,-3,7,5,6,3,1
2,6,-5,-1,0,10,1,-5,0,1,0,1,45,-5,1,10,-5,-3,2,9,9,2,5,-5,1,5,0,6,4
2,6,-5,-4,0,8,2,-3,5,2,0,1,58,-5,2,9,-5,-4,2,9,8,3,5,-5,1,5,0,6,1
2,4,-3,-2,1,8,1,-3,3,1,0,4,64,-3,1,10,-4,-4,2,9,2,2,3,-3,4,5,4,2,3
2,5,-4,-2,0,8,1,-4,0,2,0,4,39,-4,1,10,-4,-2,2,9,8,2,5,-4,2,5,0,3,3
1,4,-4,-4,9,8,1,-5,0,2,5,2,82,-4,1,9,-3,-2,2,9,4,2,4,-2,5,5,0,1,1
2,4,-3,-4,10,8,3,-4,0,1,0,2,71,-4,1,9,-4,-4,2,9,4,2,4,-4,6,5,0,1,1
2,4,-4,-4,0,8,1,-3,10,1,5,2,69,-3,1,10,-3,-4,2,9,2,2,4,-3,4,5,8,2,1
1,4,-5,-3,7,8,3,-5,0,1,8,4,58,-5,1,9,-2,-4,2,9,18,2,5,-2,8,5,0,3,1
1,3,-2,-4,0,9,1,-3,0,2,0,2,40,-2,1,10,-3,-3,2,9,2,3,3,-3,3,5,10,3,1
2,4,-3,-3,10,9,1,-5,0,1,0,1,52,-3,1,10,-5,-3,2,9,2,2,5,-3,2,5,10,5,1
2,4,-5,-4,0,8,2,-4,0,1,0,1,46,-4,1,10,-4,-4,2,9,4,2,5,-4,5,5,0,5,1
1,4,-4,-2,0,8,1,-3,0,1,0,1,53,-3,1,10,-5,-2,2,9,2,2,5,-4,3,5,10,3,1
2,6,-4,-3,0,8,1,-4,0,1,0,3,69,-4,1,10,-4,-3,2,9,97,4,4,-4,1,5,0,3,1
1,6,-4,-2,0,9,1,-4,0,1,0,1,29,-5,1,9,-5,-2,2,9,8,2,4,-5,2,5,0,5,1
2,6,-5,-2,5,10,2,-3,5,1,5,1,48,-5,1,10,-5,-3,2,9,8,1,5,-5,5,5,5,3,4
2,5,-4,-4,0,8,1,-4,0,1,0,1,39,-4,1,9,-4,-4,2,9,97,2,4,-4,5,5,0,5,1
1,3,-3,-1,5,6,2,-3,7,1,2,1,54,-3,1,9,-4,-2,2,9,2,2,3,-4,4,5,8,6,1
2,3,-4,-2,0,8,2,-3,0,1,0,1,55,-3,1,9,-5,-2,2,9,2,2,3,-4,3,5,8,5,2
1,5,-5,-2,1,10,1,-2,10,2,0,1,35,-3,1,9,-5,-2,2,9,6,5,5,-5,3,5,8,5,2
2,6,-5,-4,0,9,1,-5,0,2,0,1,41,-5,1,10,-5,-4,2,9,97,2,5,-5,4,5,0,5,3
2,5,-4,-2,0,8,2,-4,0,1,0,6,25,-3,1,10,-3,-3,2,9,17,5,4,-2,5,5,0,5,1
1,3,-5,-2,0,7,1,-3,5,1,0,1,53,-3,1,8,-5,-3,3,9,2,2,5,-5,3,2,8,3,1
2,5,-3,-2,3,9,1,-4,0,1,0,1,51,-3,1,9,-4,-3,3,9,97,2,3,-4,3,2,5,3,4
1,6,-4,-2,0,10,1,-3,4,2,0,1,33,-3,1,10,-5,-2,3,9,8,5,4,-5,3,2,5,6,4
1,3,-4,-2,0,6,2,-3,5,1,0,2,73,-3,1,9,-4,-2,3,9,2,2,3,-4,3,2,9,5,2
2,5,-5,-1,0,10,1,-2,10,2,0,1,24,-3,1,10,-4,-2,3,9,3,5,4,-4,2,2,5,4,3
1,6,-4,-2,0,9,1,-3,5,2,0,6,22,-3,1,9,-5,-3,3,9,8,2,3,-5,2,2,3,4,1
2,4,-4,-1,0,8,1,-3,5,2,0,1,34,-5,1,8,-5,-1,3,9,8,5,3,-5,2,2,0,6,2
1,5,-4,-1,0,8,1,-3,7,1,0,1,40,-4,1,8,-5,-1,3,9,97,5,4,-5,1,2,6,6,3
2,4,-5,-1,0,7,1,-5,0,2,0,4,35,-5,1,7,-5,-2,3,9,18,4,5,-5,5,2,0,6,4
1,5,-4,-3,0,8,1,-3,3,1,0,4,44,-4,1,9,-5,-3,3,9,8,4,3,-5,3,2,5,5,2
2,3,-5,-2,0,8,1,-3,6,1,0,2,54,-3,1,8,-4,-2,3,9,2,2,4,-5,3,2,9,4,2
1,5,-3,-1,0,10,1,-3,0,1,0,1,47,-3,1,9,-4,-2,3,9,8,4,3,-5,4,2,0,6,4
2,7,-5,-2,0,10,1,-2,5,1,0,6,22,-4,1,10,-5,-2,3,9,8,5,4,-5,2,2,0,4,5
1,5,-4,-2,0,8,1,-3,1,2,0,1,29,-5,1,8,-5,-3,3,9,97,5,4,-5,2,3,1,4,4
1,4,-5,-3,9,7,1,-5,0,2,5,2,66,-5,1,8,-2,-4,3,9,4,2,4,-1,7,3,0,3,2
2,3,-3,-1,0,8,1,-3,0,1,0,2,72,-2,1,9,-5,-1,3,9,2,5,3,-5,3,3,10,4,1
2,4,-3,-2,8,6,1,-4,0,1,3,1,62,-3,2,7,-3,-2,3,9,4,5,3,-2,6,3,5,4,1
2,7,-3,-1,0,10,1,-3,5,1,0,1,34,-4,1,10,-5,-1,3,9,95,5,3,-5,1,3,0,6,1
1,2,-4,-3,0,8,1,-5,0,2,0,1,63,-5,1,10,-5,-3,3,9,97,2,4,-5,5,2,0,4,2
2,5,-5,-1,0,10,1,-4,0,2,0,4,57,-3,1,10,-5,-1,3,9,8,5,5,-4,1,2,0,6,5
2,10,-5,-1,0,10,1,-3,0,1,0,2,74,-5,1,10,-5,-1,3,9,97,4,5,-5,5,2,0,6,4
1,5,-5,-1,0,10,1,-1,8,2,0,2,71,-3,1,10,-5,-1,3,9,6,4,5,-5,1,2,5,4,1
1,2,-3,-1,0,9,1,-4,0,2,0,1,36,-3,1,10,-3,-3,3,9,97,2,3,-4,3,2,10,5,2
2,4,-3,-3,1,8,1,-3,3,1,1,2,73,-2,1,8,-4,-2,3,9,2,2,3,-5,3,3,8,6,3
1,4,-5,-2,0,10,1,-2,7,2,0,4,38,-3,1,10,-5,-2,3,9,3,2,5,-5,4,1,3,2,2
2,2,-4,-1,0,10,1,-2,8,1,0,1,29,-3,1,10,-5,-1,3,9,8,5,4,-5,1,5,8,4,2
1,6,-5,-1,0,10,1,-3,8,1,0,1,27,-4,1,10,-5,-2,3,9,8,5,5,-4,1,3,5,5,2
1,5,-5,-4,0,9,1,-4,0,1,0,2,69,-3,1,10,-4,-4,3,9,97,2,4,-4,98,3,3,4,1
2,4,-5,-1,0,9,2,-4,0,1,0,4,44,-3,1,10,-5,-1,3,9,2,5,3,-5,98,3,5,5,1
2,7,-5,-1,0,10,1,-3,0,2,0,7,38,-5,1,10,-5,-2,3,9,97,1,3,-5,2,3,0,5,5
1,5,-3,-1,0,10,1,-3,9,2,0,1,47,-3,1,10,-5,-2,3,9,6,5,3,-5,2,3,6,6,2
1,4,-4,-1,0,10,1,-5,0,1,0,1,39,-3,1,10,-5,-2,3,9,2,2,4,-5,2,3,10,4,2
2,1,-3,-1,0,10,1,-3,6,1,0,4,58,-2,1,10,-5,-3,3,9,2,2,5,-5,1,3,10,4,3
1,4,-2,-2,0,9,1,-3,0,1,0,2,79,-2,1,9,-4,-2,3,9,97,2,3,-5,3,3,8,1,4
1,7,-5,-1,0,10,1,-3,10,1,0,1,32,-4,1,10,-5,-2,3,9,6,2,4,-5,1,3,3,3,1
2,5,-5,-3,0,9,1,-4,4,1,0,1,39,-4,1,9,-5,-3,3,9,97,2,5,-5,6,3,0,6,4
1,4,-5,-1,0,10,1,-3,5,2,0,1,42,-5,1,10,-5,-2,3,9,8,5,5,-5,3,3,0,2,3
1,6,-5,-1,0,8,1,-3,7,2,0,2,65,-2,1,9,-3,-2,3,9,2,6,5,-4,3,3,9,6,2
1,6,-4,-2,0,10,1,-3,3,2,0,1,57,-3,1,8,-5,-3,3,9,97,2,4,-5,98,3,3,3,5
2,6,-5,-4,8,7,1,-5,0,1,10,1,31,-3,1,10,-2,-3,3,9,1,5,3,-2,10,3,0,3,1
1,6,-3,-4,0,10,1,-5,0,1,0,1,29,-3,1,10,-5,-4,3,9,8,2,4,-5,1,3,5,5,10
2,4,-3,-2,5,7,1,-2,0,1,0,6,18,-2,1,2,-3,-3,3,9,97,4,4,-3,3,3,5,4,6
1,6,-4,-3,0,8,1,-3,0,1,0,1,44,-3,1,10,-3,-4,3,9,97,4,3,-3,5,3,0,4,7
1,1,-3,-3,9,5,1,-1,10,2,0,2,73,-1,1,10,-5,-1,3,9,2,5,3,-3,1,3,10,3,1
2,7,-4,-1,0,8,1,-3,0,2,0,1,52,-4,1,9,-5,-2,3,9,8,5,4,-5,2,3,0,4,4
1,5,-4,-1,0,9,1,-3,7,1,0,1,25,-3,1,9,-5,-2,3,9,8,4,4,-5,3,3,6,6,4
1,6,-5,-1,0,10,2,-3,1,2,0,1,41,-3,1,10,-5,-3,3,9,8,2,3,-5,3,1,1,5,2
1,7,-5,-3,0,10,1,-3,0,2,0,2,68,-3,1,10,-5,-2,3,9,8,2,3,-5,1,1,0,3,2
2,4,-5,-4,0,9,1,-4,0,1,2,4,45,-3,1,9,-4,-4,3,9,97,2,4,-4,1,1,4,2,1
2,5,-5,-2,0,10,1,-3,1,1,0,1,51,-5,1,10,-5,-2,3,9,8,2,5,-5,3,1,0,3,1
1,7,-4,-3,2,10,1,-5,2,1,2,1,54,-5,1,10,-5,-3,3,9,97,2,3,-5,1,3,2,5,7
1,4,-3,-2,2,8,1,-3,6,1,1,1,60,-3,1,9,-4,-3,3,9,2,5,3,-4,3,3,8,6,2
1,3,-5,-3,1,4,1,-5,0,1,0,2,72,-5,1,10,-5,-3,3,9,97,4,3,-4,5,3,0,6,2
1,8,-5,-2,0,10,1,-4,4,1,0,1,53,-5,1,10,-5,-1,3,9,9,5,5,-5,2,3,0,4,2
2,1,-5,-1,5,5,2,-5,0,1,10,1,51,-5,1,10,-1,-1,3,9,18,1,5,-3,10,3,0,6,1
2,7,-5,-1,0,10,1,-5,5,2,0,4,28,-5,1,10,-5,-2,3,9,5,4,4,-5,3,3,0,6,4
2,8,-4,-2,0,8,2,-5,0,2,0,1,22,-5,1,9,-5,-3,3,9,97,5,4,-5,6,3,0,6,3
1,6,-5,-2,3,6,1,-2,5,1,0,6,20,-4,1,8,-2,-2,3,9,8,5,5,-2,4,3,5,4,3
1,6,-5,-1,2,7,1,-3,4,1,0,1,32,-5,1,10,-5,-1,3,9,8,5,3,-5,4,3,3,6,1
2,3,-5,-2,2,7,1,-4,2,1,0,1,46,-3,1,10,-5,-2,3,9,2,2,5,-4,5,3,5,5,3
1,4,-4,-2,2,8,2,-2,8,1,2,1,58,-3,1,10,-5,-2,3,9,3,2,3,-4,3,3,8,6,2
1,4,-1,-2,7,6,1,-5,0,1,6,1,37,-4,1,10,-4,-2,3,9,4,5,3,-3,7,3,4,5,2
2,3,-3,-1,8,1,2,-5,2,1,6,7,39,-4,1,5,-3,-3,3,9,4,2,3,-3,6,3,4,6,1
1,5,-3,-1,0,10,2,-3,2,1,0,1,30,-4,1,9,-5,-1,3,9,8,2,4,-5,3,3,0,6,4
2,5,-4,-1,0,10,1,-3,6,1,0,1,34,-3,1,10,-5,-2,3,9,8,5,3,-5,1,3,5,5,3
1,3,-4,-3,9,7,2,-5,0,2,6,1,62,-5,1,7,-2,-2,3,9,4,2,3,-2,7,3,2,6,1
2,1,-2,-2,0,8,1,-5,0,1,0,2,62,-1,1,10,-5,-1,3,9,2,1,2,-5,1,3,10,4,2
2,3,-4,-2,7,5,1,-5,4,2,7,2,77,-4,1,8,-2,-3,3,9,1,1,4,-3,7,3,5,3,2
1,5,-5,-2,0,10,1,-4,0,2,0,1,46,-5,1,10,-5,-2,3,9,8,5,4,-4,1,3,0,3,1
1,1,-5,-3,4,7,1,-5,0,1,4,1,44,-5,1,10,-5,-3,3,9,18,2,5,-2,10,3,2,3,3
1,3,-5,-2,3,7,1,-5,0,2,0,1,26,-5,1,8,-5,-4,3,2,18,5,4,-5,9,1,0,3,1
1,4,-5,-2,0,10,1,-2,7,1,0,1,48,-3,1,10,-5,-2,3,2,5,5,4,-5,4,1,6,4,4
1,3,-5,-1,0,8,1,-3,5,1,0,1,61,-3,1,10,-5,-2,3,2,3,5,5,-5,3,1,10,5,1
2,1,-5,-3,0,8,1,-3,7,1,0,1,56,-3,1,10,-5,-4,3,2,5,2,5,-4,3,1,8,2,1
2,3,-4,-3,0,9,1,-3,6,1,0,1,54,-3,1,8,-5,-3,3,2,2,2,4,-5,4,1,10,2,2
1,2,-5,-4,0,7,1,-5,0,1,7,2,70,-5,1,7,-3,-4,3,2,1,2,2,-5,5,1,0,2,1
2,4,-5,-3,8,7,1,-5,1,1,9,2,81,-5,1,8,-2,-4,3,2,1,1,4,-4,8,1,2,2,8
2,3,-5,-3,9,7,1,-4,6,1,0,1,45,-5,1,10,-5,-2,3,2,4,5,3,-2,5,1,5,3,2
1,3,-3,-3,0,6,1,-5,0,1,10,1,64,-4,1,8,-2,-3,3,2,1,2,3,-4,8,1,0,2,1
1,3,-5,-2,0,7,1,-5,0,1,10,2,79,-5,1,9,-2,-3,3,2,1,1,3,-5,8,1,0,2,1
2,3,-5,-4,5,8,1,-5,5,2,0,1,55,-5,1,10,-5,-4,3,2,3,3,4,-5,99,1,0,3,2
1,3,-4,-3,0,7,1,-5,0,1,10,2,77,-4,1,7,-2,-2,3,2,1,2,5,-4,8,1,0,2,1
2,3,-5,-2,10,7,1,-5,0,1,0,2,76,-4,1,9,-5,-3,3,2,4,2,4,-1,7,1,0,2,1
1,4,-5,-2,7,8,1,-5,0,2,0,1,50,-3,1,9,-3,-3,3,2,5,2,4,-3,7,1,3,2,3
2,3,-4,-2,0,8,1,-5,0,1,0,2,69,-4,1,10,-4,-2,3,2,2,1,4,-2,3,1,10,2,1
1,4,-4,-3,9,9,1,-4,8,1,0,1,43,-5,1,10,-5,-3,3,2,4,5,3,-2,6,1,4,3,2
1,4,-5,-1,0,7,1,-5,0,1,9,1,64,-5,1,9,-2,-4,3,2,18,2,5,-2,9,1,0,4,3
1,1,-4,-1,0,3,1,-3,0,1,0,1,45,-3,1,10,-4,-2,3,2,2,2,3,-3,6,1,10,5,2
1,4,-4,-2,7,6,1,-5,0,2,3,1,36,-5,1,7,-4,-3,3,2,18,1,4,-3,8,1,0,3,3
1,1,-5,-1,0,4,1,-5,0,2,0,1,57,-5,1,5,-4,-3,3,2,18,2,4,-3,8,1,0,5,1
2,4,-4,-1,7,7,3,-5,3,1,9,3,72,-5,1,10,-3,-2,3,2,1,1,4,-3,10,1,4,2,3
2,5,-3,-3,6,6,1,-4,5,1,8,7,52,-3,1,8,-3,-4,3,2,1,1,4,-4,98,1,8,2,2
1,3,-5,-2,1,7,1,-4,5,2,1,1,34,-2,1,9,-5,-2,3,2,2,5,3,-5,4,2,9,5,1
2,3,-5,-4,0,7,1,-3,0,2,0,2,65,-2,1,9,-5,-3,3,2,2,2,5,-5,4,2,10,2,1
2,3,-4,-2,0,8,1,-2,2,1,0,1,47,-3,1,9,-5,-3,3,2,2,5,4,-4,3,2,6,5,2
1,4,-2,-2,0,7,1,-5,0,2,0,1,58,-5,1,10,-5,-3,3,2,18,5,3,-5,4,2,0,5,4
1,4,-5,-4,0,7,1,-5,0,1,10,1,23,-5,1,9,-3,-4,3,2,1,5,4,-3,8,2,0,5,2
2,4,-3,-3,0,7,1,-4,0,1,0,6,26,-3,1,8,-3,-3,3,2,97,6,3,-3,3,2,0,4,2
2,5,-5,-4,5,7,1,-5,0,1,0,7,59,-4,1,8,-4,-4,3,2,97,2,5,-5,5,2,5,2,2
1,4,-3,-1,1,7,1,-4,4,1,0,1,58,-3,1,8,-4,-2,3,2,2,5,3,-4,3,2,5,6,2
1,4,-4,-2,9,6,1,-5,0,1,1,6,21,-4,1,8,-4,-3,3,2,4,2,3,-3,6,2,0,4,1
1,4,-4,-2,5,7,1,-4,1,1,5,6,26,-4,1,7,-3,-3,3,2,4,2,4,-3,7,2,3,6,2
1,6,-5,-1,0,7,1,-5,0,1,0,1,51,-5,1,8,-5,-3,3,2,2,2,3,-5,5,2,0,5,4
2,4,-4,-1,0,8,1,-2,0,1,0,1,31,-2,1,8,-4,-3,2,2,2,2,4,-5,3,3,0,3,2
1,4,-3,-1,5,7,1,-3,5,2,5,1,31,-3,1,8,-3,-3,2,2,2,4,3,-3,4,3,5,5,2
2,4,-4,-2,3,9,1,-3,5,1,0,1,35,-3,1,10,-5,-4,2,2,97,5,3,-3,3,3,9,6,2
2,4,-3,-1,0,7,1,-4,0,1,0,7,55,-2,1,7,-5,-2,2,2,2,2,3,-4,4,3,10,6,2
1,5,-3,-2,0,7,1,-2,8,2,0,6,20,-2,1,8,-4,-2,2,2,3,5,3,-3,3,3,5,4,3
1,5,-4,-4,0,8,1,-5,0,2,0,4,62,-4,1,8,-4,-4,2,2,97,1,4,-5,3,3,0,2,2
1,5,-3,-2,2,8,1,-2,5,1,0,1,41,-3,1,9,-5,-2,2,2,5,5,3,-4,2,3,2,5,3
1,1,-3,-4,0,9,1,-2,0,2,0,1,26,-2,2,9,-5,-3,2,2,2,1,2,-4,4,3,10,5,3
2,6,-4,-1,0,9,1,-3,7,2,0,1,35,-3,1,9,-4,-2,2,2,2,5,3,-4,4,3,8,4,4
1,5,-4,-1,0,8,1,-3,5,1,0,1,42,-3,1,9,-4,-2,2,2,5,4,4,-4,3,3,5,6,2
2,4,-3,-1,10,6,1,-4,0,1,6,6,24,-3,1,8,-2,-2,2,2,4,4,4,-2,5,3,0,6,3
1,5,-4,-2,4,7,1,-5,0,1,2,6,19,-4,1,8,-3,-1,2,2,4,4,3,-3,5,3,1,3,2
1,7,-4,-2,0,9,1,-3,9,2,0,1,33,-4,1,9,-5,-2,2,2,5,5,2,-5,2,3,0,5,3
1,3,-4,-2,0,7,1,-5,0,1,0,1,55,-3,1,10,-4,-3,2,2,2,5,3,-4,3,3,10,5,1
1,5,-3,-1,0,8,1,-3,10,1,0,1,49,-3,1,8,-5,-2,2,2,3,5,4,-5,2,3,5,4,2
1,5,-4,-4,6,8,1,-4,0,2,7,1,22,-3,1,8,-3,-4,2,2,1,2,4,-3,9,3,3,3,1
2,4,-4,-3,0,7,1,-4,0,1,8,7,84,-4,1,8,-2,-3,2,2,1,6,4,-4,9,3,0,2,2
2,4,-3,-4,0,9,1,-4,5,1,0,1,28,-4,1,9,-4,-4,2,2,2,4,4,-4,3,3,5,6,3
2,5,-4,-1,0,9,1,-2,10,1,0,1,39,-3,1,10,-5,-2,2,2,3,5,4,-5,2,3,3,4,2
2,4,-3,-2,0,9,1,-3,0,1,0,1,54,-2,1,8,-4,-3,2,2,2,2,3,-3,4,3,10,5,3
2,6,-4,-2,0,10,1,-3,3,2,0,1,43,-3,1,10,-5,-1,2,2,5,5,4,-5,3,3,5,6,4
1,3,-4,-3,0,9,1,-5,0,1,0,1,45,-5,1,9,-5,-4,2,2,95,1,4,-5,98,3,0,4,3
2,5,-5,-3,0,10,1,-4,10,1,0,1,33,-5,1,9,-5,-3,2,2,5,5,4,-5,2,3,0,6,4
1,3,-4,-4,3,7,1,-4,3,2,3,4,20,-4,1,8,-3,-4,2,2,1,4,4,-4,5,3,1,5,1
2,4,-3,-1,0,8,1,-3,8,2,0,1,64,-3,1,8,-4,-2,2,2,3,2,4,-4,3,3,8,5,3
2,2,-4,-4,0,7,1,-5,0,1,6,1,63,-4,1,9,-3,-3,3,2,1,2,4,-4,8,1,0,2,1
2,3,-5,-3,0,7,1,-5,0,1,10,2,82,-4,1,8,-2,-3,3,2,1,1,4,-3,8,1,0,2,1
1,4,-5,-3,0,7,1,-5,0,1,10,2,81,-4,1,9,-2,-3,3,2,1,1,4,-3,9,1,0,2,2
2,4,-4,-4,0,6,3,-5,0,1,10,2,79,-5,1,8,-1,-3,3,2,1,1,5,-3,9,1,0,2,2
1,3,-5,-2,0,6,1,-4,0,1,0,1,47,-3,1,8,-5,-2,3,2,2,2,5,-5,2,1,10,3,1
2,3,-5,-3,0,9,1,-4,0,2,0,1,35,-5,1,9,-5,-3,3,2,95,2,5,-4,98,1,0,6,2
1,4,-5,-2,5,10,1,-4,0,2,0,1,35,-3,1,10,-5,-3,3,2,2,2,5,-3,3,1,5,6,2
1,3,-5,-3,0,9,1,-3,0,2,0,1,62,-2,1,9,-5,-3,3,2,2,2,4,-5,3,1,10,2,1
1,2,-5,-2,0,7,1,-2,10,1,0,2,78,-5,1,8,-5,-2,3,2,3,2,3,-5,3,1,0,5,1
2,2,-5,-4,5,7,1,-5,0,1,5,2,78,-5,1,9,-3,-3,3,2,1,1,5,-3,9,1,0,2,1
1,4,-5,-3,0,9,1,-3,6,1,0,1,49,-5,1,10,-5,-3,3,2,3,2,3,-5,3,1,0,6,2
1,4,-5,-3,0,8,1,-3,0,1,0,4,42,-2,1,8,-5,-3,3,2,97,5,4,-5,1,1,10,2,1
1,3,-4,-3,7,7,1,-3,4,1,5,1,45,-2,1,8,-5,-3,3,2,2,2,3,-2,3,1,7,6,1
2,4,-3,-3,10,7,1,-4,0,1,5,1,44,-5,1,9,-5,-2,3,2,4,3,2,-1,6,1,1,6,2
2,2,-4,-4,0,7,1,-5,0,1,0,1,60,-2,1,8,-4,-3,3,2,2,2,5,-4,3,1,7,2,1
2,2,-4,-4,0,6,1,-5,0,1,10,2,76,-4,1,9,-2,-3,3,2,1,1,4,-3,8,1,0,2,1
2,2,-5,-4,0,6,3,-5,0,2,10,2,82,-5,1,9,-2,-4,3,2,1,1,3,-4,9,1,0,1,1
1,3,-3,-2,0,8,1,-4,0,2,0,1,60,-3,1,10,-5,-2,3,2,2,2,2,-5,3,1,10,2,1
1,2,-2,-4,0,7,3,-3,0,1,0,2,77,-1,1,9,-4,-3,3,2,2,2,2,-4,3,1,10,2,1
2,2,-5,-3,0,9,1,-3,0,1,0,1,59,-3,1,8,-4,-3,3,2,2,2,3,-4,98,1,10,2,1
1,4,-5,-3,0,8,1,-5,0,1,10,1,39,-4,1,8,-2,-3,3,2,1,2,4,-4,5,1,0,5,1
1,3,-3,-4,0,8,1,-4,0,2,0,2,79,-2,1,9,-5,-4,3,2,2,2,2,-4,3,1,7,2,1
1,3,-5,-4,0,7,3,-4,0,1,0,2,87,-2,1,7,-5,-4,3,2,2,2,4,-4,2,1,10,1,1
2,2,-5,-2,0,9,1,-2,7,1,0,1,41,-2,1,9,-4,-1,3,2,3,5,4,-4,2,1,10,6,2
2,4,-5,-2,0,7,1,-1,9,2,0,1,64,-4,1,9,-5,-2,3,2,3,6,5,-5,3,1,2,6,2
1,4,-5,-1,0,7,1,-4,5,1,0,6,19,-3,1,6,-5,-1,3,2,2,5,5,-4,4,3,10,6,2
1,6,-5,-3,0,7,1,-4,0,1,0,2,65,-4,1,9,-4,-4,3,2,97,2,3,-4,99,3,0,2,4
2,5,-5,-3,0,8,1,-3,1,2,0,1,38,-2,1,9,-5,-3,3,2,2,2,3,-4,6,3,7,2,3
1,6,-3,-1,5,4,1,-3,1,1,1,4,57,-2,1,9,-3,-1,3,2,2,2,5,-3,5,3,5,2,4
2,8,-5,-2,8,7,1,-4,0,2,1,6,20,-3,1,8,-3,-3,3,2,4,5,3,-2,6,3,4,4,1
1,3,-3,-3,1,2,1,-5,1,2,10,6,21,-5,1,10,-3,-2,3,2,1,5,5,-5,10,3,3,5,2
1,6,-5,-2,1,2,1,-5,0,1,5,1,25,-5,1,9,-3,-2,3,2,1,2,5,-4,7,2,1,5,4
1,3,-3,-1,5,8,1,-5,0,2,0,2,54,-4,1,7,-4,-3,3,2,4,2,3,-3,6,2,5,4,2
2,6,-5,-4,1,7,1,-3,1,1,0,4,55,-3,1,9,-5,-4,3,2,2,2,3,-4,4,2,3,2,3
1,6,-3,-2,3,8,1,-4,2,1,1,4,48,-3,1,9,-4,-2,3,2,2,2,3,-3,6,2,3,2,4
2,4,-4,-3,1,7,1,-5,0,1,10,2,78,-4,1,8,-2,-3,3,2,1,1,3,-3,8,2,0,2,3
1,5,-5,-2,0,3,1,-3,1,1,0,2,72,-4,1,9,-5,-2,3,2,2,4,3,-5,5,2,10,3,3
1,3,-1,-2,0,7,1,-4,1,2,0,1,51,-3,1,8,-5,-2,3,2,97,2,3,-4,5,2,5,5,4
2,6,-4,-2,4,5,1,-4,4,1,7,6,18,-4,1,8,-4,-4,3,2,97,1,4,-3,5,2,5,5,5
1,7,-4,-1,3,8,1,-4,3,1,4,1,64,-3,1,8,-3,-2,3,2,2,2,3,-3,4,2,7,2,4
2,4,-4,-3,0,7,1,-4,0,1,0,1,54,-3,1,9,-5,-3,3,2,2,5,3,-4,5,2,10,2,2
2,4,-5,-2,0,8,1,-5,0,2,0,4,61,-5,1,8,-5,-2,3,2,2,2,3,-5,3,2,4,2,3
2,5,-5,-3,1,9,1,-5,0,1,7,7,29,-4,1,8,-3,-3,3,2,1,2,3,-4,8,1,1,2,4
2,2,-5,-3,2,9,1,-5,0,1,6,2,70,-4,1,10,-2,-2,3,2,1,2,5,-3,9,1,0,5,1
1,6,-5,-3,0,9,1,-5,1,1,0,1,49,-5,1,8,-5,-4,3,2,97,2,5,-5,99,1,1,1,4
2,4,-4,-4,5,7,1,-3,0,1,0,7,33,-3,1,10,-4,-2,3,2,97,2,3,-3,6,1,5,3,2
1,5,-4,-2,7,8,1,-5,0,1,6,1,29,-4,2,9,-3,-2,3,2,4,2,3,-2,8,1,0,3,1
